report_date,county,county_population,cumulative_cases,cumulative_tests_reportable,cumulative_deaths,cases_7days,tests_reportable_7days,positive_naat_7days,tests_naat_7days,naat_positivity_7days,cumulative_positive_naat,cumulative_tests_naat,positive_ag_7days,census_today,fullyvax_today,partialvax_today,nonvax_today,adddose_today,census_7days_ago,census_change,census_not_fully_vax,census_pct_not_fully_vax,case_rate_weekly,fips,data_updated
08/21/2022,Fairfield,957418,237627,4207422,2779,726,8979,899,8883,0.1012,259533,3680875,96,73,21,2,37,13,85,-12,39,0.5342,75.8289,1,08/21/2022
08/21/2022,Hartford,899499,209663,4081131,3232,775,9644,935,9550,0.0979,229180,3623561,94,115,60,5,40,10,92,23,45,0.3913,86.1591,3,08/21/2022
08/21/2022,Litchfield,185186,36923,746332,474,110,1501,129,1489,0.0866,38223,663484,12,12,4,0,5,3,6,6,5,0.4167,59.3997,5,08/21/2022
08/21/2022,Middlesex,164245,34432,945171,491,140,1613,153,1587,0.0964,37700,879252,26,6,2,1,0,3,7,-1,1,0.1667,85.2385,7,08/21/2022
08/21/2022,New Haven,864835,228711,4585153,2902,973,14371,1240,14257,0.087,247756,4119597,114,110,52,6,33,19,94,16,39,0.3545,112.507,9,08/21/2022
08/21/2022,New London,268554,65392,1376499,699,293,3542,358,3504,0.1022,71043,1250673,38,28,13,2,11,2,33,-5,13,0.4643,109.1028,11,08/21/2022
08/21/2022,not_available,,2785,102133,1,10,216,11,214,0.0514,2814,90723,2,,,,,,,,,,,,08/21/2022
08/21/2022,Tolland,149788,24757,515806,290,92,978,114,969,0.1176,25887,471012,9,0,0,0,0,0,1,-1,0,,61.4201,13,08/21/2022
08/21/2022,Windham,116419,28816,463525,312,108,1245,98,1208,0.0811,32671,421523,37,3,1,0,1,1,6,-3,1,0.3333,92.7684,15,08/21/2022
08/22/2022,Fairfield,957418,237710,4208103,2779,703,8925,890,8849,0.1006,259638,3681553,76,85,24,3,38,20,83,2,41,0.4824,73.4267,1,08/22/2022
08/22/2022,Hartford,899499,209704,4081347,3232,708,9193,846,9113,0.0928,229222,3623776,80,108,55,6,36,11,91,17,42,0.3889,78.7105,3,08/22/2022
08/22/2022,Litchfield,185186,36930,746441,474,100,1460,122,1450,0.0841,38230,663589,10,8,4,0,3,1,7,1,3,0.375,53.9998,5,08/22/2022
08/22/2022,Middlesex,164245,34435,945221,491,125,1635,136,1611,0.0844,37702,879299,24,11,4,1,1,5,6,5,2,0.1818,76.1058,7,08/22/2022
08/22/2022,New Haven,864835,228812,4586251,2902,959,14298,1225,14192,0.0863,247886,4120700,106,110,54,7,34,15,91,19,41,0.3727,110.8882,9,08/22/2022
08/22/2022,New London,268554,65417,1376714,699,296,3530,359,3496,0.1027,71078,1250889,34,27,14,3,7,3,32,-5,10,0.3704,110.2199,11,08/22/2022
08/22/2022,not_available,,2785,102112,1,8,212,10,211,0.0474,2817,90701,1,,,,,,,,,,,,08/22/2022
08/22/2022,Tolland,149788,24760,515864,290,83,912,100,904,0.1106,25894,471069,8,0,0,0,0,0,1,-1,0,,55.4116,13,08/22/2022
08/22/2022,Windham,116419,28819,464054,312,97,1141,87,1106,0.0787,32673,422051,35,4,1,0,2,1,6,-2,2,0.5,83.3197,15,08/22/2022
08/23/2022,Hartford,899499,209812,4082647,3235,627,7464,751,7400,0.1015,229354,3625079,64,114,62,5,37,10,104,10,42,0.3684,69.7055,3,08/23/2022
08/23/2022,Fairfield,957418,237865,4209692,2782,690,8137,853,8044,0.106,259814,3683104,93,76,24,3,31,18,83,-7,34,0.4474,72.0688,1,08/23/2022
08/23/2022,Litchfield,185186,36949,746652,474,100,1349,108,1329,0.0813,38248,663786,20,9,5,0,2,2,8,1,2,0.2222,53.9998,5,08/23/2022
08/23/2022,Middlesex,164245,34456,945544,493,119,1474,125,1452,0.0861,37724,879616,22,9,4,0,1,4,9,0,1,0.1111,72.4527,7,08/23/2022
08/23/2022,New Haven,864835,228971,4587946,2905,927,13463,1175,13364,0.0879,248071,4122363,99,108,50,8,34,16,104,4,42,0.3889,107.1881,9,08/23/2022
08/23/2022,New London,268554,65469,1377179,699,294,3265,341,3219,0.1059,71126,1251328,46,30,13,3,10,4,31,-1,13,0.4333,109.4752,11,08/23/2022
08/23/2022,not_available,,2791,102215,1,9,190,12,189,0.0635,2825,90803,1,,,,,,,,,,,,08/23/2022
08/23/2022,Tolland,149788,24768,515994,291,66,808,78,797,0.0979,25901,471193,11,0,0,0,0,0,1,-1,0,,44.0623,13,08/23/2022
08/23/2022,Windham,116419,28837,464106,314,86,1110,75,1076,0.0697,32690,422100,34,7,2,0,4,1,8,-1,4,0.5714,73.8711,15,08/23/2022
08/24/2022,Fairfield,957418,238090,4211646,2782,757,8505,905,8390,0.1079,260059,3685024,115,73,27,4,29,13,81,-8,33,0.4521,79.0668,1,08/24/2022
08/24/2022,Hartford,899499,210211,4085352,3235,827,8462,974,8362,0.1165,229818,3627722,100,127,66,6,41,14,110,17,47,0.3701,91.9401,3,08/24/2022
08/24/2022,Litchfield,185186,36991,747103,474,118,1518,138,1493,0.0924,38307,664235,25,8,2,0,4,2,4,4,4,0.5,63.7197,5,08/24/2022
08/24/2022,Middlesex,164245,34502,945952,493,138,1556,147,1530,0.0961,37771,880013,26,8,5,1,0,2,13,-5,1,0.125,84.0208,7,08/24/2022
08/24/2022,New Haven,864835,229174,4591127,2906,931,13370,1195,13279,0.09,248350,4125504,91,103,46,7,33,17,104,-1,40,0.3883,107.6506,9,08/24/2022
08/24/2022,New London,268554,65609,1378374,699,369,3780,414,3727,0.1111,71279,1252510,53,31,12,4,9,6,28,3,13,0.4194,137.4025,11,08/24/2022
08/24/2022,not_available,,2786,102258,1,6,225,13,223,0.0583,2823,90829,2,,,,,,,,,,,,08/24/2022
08/24/2022,Tolland,149788,24806,516213,291,79,847,89,833,0.1068,25940,471406,14,0,0,0,0,0,2,-2,0,,52.7412,13,08/24/2022
08/24/2022,Windham,116419,28868,464397,314,75,812,80,798,0.1003,32719,422380,14,8,4,0,4,0,9,-1,4,0.5,64.4225,15,08/24/2022
08/25/2022,Fairfield,957418,238322,4213393,2782,774,8441,916,8316,0.1101,260370,3686738,125,79,34,3,30,12,63,16,33,0.4177,80.8424,1,08/25/2022
08/25/2022,Hartford,899499,210404,4087214,3235,830,8097,988,7971,0.1239,230072,3629541,126,122,55,6,44,17,102,20,50,0.4098,92.2736,3,08/25/2022
08/25/2022,Litchfield,185186,37041,747408,474,130,1549,156,1521,0.1026,38362,664531,28,6,2,0,3,1,6,0,3,0.5,70.1997,5,08/25/2022
08/25/2022,Middlesex,164245,34546,946225,493,144,1570,146,1542,0.0947,37813,880266,28,8,5,1,0,2,12,-4,1,0.125,87.6739,7,08/25/2022
08/25/2022,New Haven,864835,229471,4593676,2906,914,12641,1174,12535,0.0937,248723,4128014,106,106,48,9,30,19,110,-4,39,0.3679,105.6849,9,08/25/2022
08/25/2022,New London,268554,65671,1378989,699,368,3402,413,3347,0.1234,71355,1253113,55,25,10,3,9,3,29,-4,12,0.48,137.0302,11,08/25/2022
08/25/2022,not_available,,2792,102245,1,5,207,13,205,0.0634,2829,90822,2,,,,,,,,,,,,08/25/2022
08/25/2022,Tolland,149788,24832,516727,291,87,1229,95,1216,0.0781,25965,471919,13,0,0,0,0,0,1,-1,0,,58.0821,13,08/25/2022
08/25/2022,Windham,116419,28883,464616,314,77,829,84,816,0.1029,32743,422596,13,6,5,0,1,0,6,0,1,0.1667,66.1404,15,08/25/2022
08/26/2022,Fairfield,957418,238534,4215585,2782,791,8355,922,8238,0.1119,260611,3688905,117,85,32,3,38,12,73,12,41,0.4824,82.618,1,08/26/2022
08/26/2022,Hartford,899499,210556,4089293,3236,812,8225,983,8107,0.1213,230266,3631566,118,125,61,6,42,16,113,12,48,0.384,90.2725,3,08/26/2022
08/26/2022,Litchfield,185186,37056,747619,474,122,1333,142,1303,0.109,38381,664739,30,8,3,0,4,1,11,-3,4,0.5,65.8797,5,08/26/2022
08/26/2022,Middlesex,164245,34576,946519,493,156,1601,160,1571,0.1018,37850,880565,30,7,4,0,1,2,11,-4,1,0.1429,94.9801,7,08/26/2022
08/26/2022,New Haven,864835,229641,4596165,2907,916,12686,1172,12580,0.0932,248936,4130479,106,108,49,8,34,17,114,-6,42,0.3889,105.9162,9,08/26/2022
08/26/2022,New London,268554,65718,1379502,699,329,3370,378,3316,0.114,71421,1253626,54,24,10,3,7,4,30,-6,10,0.4167,122.5079,11,08/26/2022
08/26/2022,not_available,,2791,102284,1,11,202,18,201,0.0896,2830,90891,1,,,,,,,,,,,,08/26/2022
08/26/2022,Tolland,149788,24859,517185,291,96,1501,114,1489,0.0766,26004,472373,12,0,0,0,0,0,1,-1,0,,64.0906,13,08/26/2022
08/26/2022,Windham,116419,28893,464621,314,75,851,86,839,0.1025,32754,422601,12,6,4,0,1,1,5,1,1,0.1667,64.4225,15,08/26/2022
08/27/2022,Tolland,149788,24881,517407,291,96,1522,118,1512,0.078,26030,472594,10,1,1,0,0,0,1,0,0,0,64.0906,13,08/27/2022
08/27/2022,Windham,116419,28902,464435,314,77,879,87,865,0.1006,32765,422412,14,6,5,0,0,1,4,2,0,0,66.1404,15,08/27/2022
08/27/2022,Fairfield,957418,238641,4217504,2782,770,8606,896,8495,0.1055,260740,3690808,111,81,31,4,30,16,69,12,34,0.4198,80.4246,1,08/27/2022
08/27/2022,Hartford,899499,210747,4091307,3236,870,8799,1025,8660,0.1184,230477,3633556,139,118,63,5,35,15,124,-6,40,0.339,96.7205,3,08/27/2022
08/27/2022,Litchfield,185186,37076,748069,474,120,1492,133,1463,0.0909,38399,665187,29,5,2,0,2,1,12,-7,2,0.4,64.7997,5,08/27/2022
08/27/2022,Middlesex,164245,34608,946858,493,161,1629,171,1599,0.1069,37888,880899,30,13,6,0,1,6,9,4,1,0.0769,98.0243,7,08/27/2022
08/27/2022,New Haven,864835,229733,4598359,2907,871,12582,1118,12474,0.0896,249077,4132658,108,102,47,6,35,14,117,-15,41,0.402,100.7129,9,08/27/2022
08/27/2022,New London,268554,65756,1379907,699,325,3289,382,3234,0.1181,71469,1254016,55,24,9,4,10,1,34,-10,14,0.5833,121.0185,11,08/27/2022
08/27/2022,not_available,,2793,102259,1,11,191,18,190,0.0947,2833,90855,1,,,,,,,,,,,,08/27/2022
08/28/2022,Fairfield,957418,238671,4217932,2782,703,8111,807,8007,0.1008,260783,3691233,104,67,25,3,27,12,73,-6,30,0.4478,73.4267,1,08/28/2022
08/28/2022,Hartford,899499,210796,4092418,3236,800,9029,948,8900,0.1065,230547,3634680,129,101,49,4,31,17,115,-14,35,0.3465,88.9384,3,08/28/2022
08/28/2022,Litchfield,185186,37080,748074,474,106,1457,119,1430,0.0832,38404,665191,27,4,1,0,2,1,12,-8,2,0.5,57.2397,5,08/28/2022
08/28/2022,Middlesex,164245,34614,946911,493,156,1509,169,1481,0.1141,37895,880946,28,14,8,0,1,5,6,8,1,0.0714,94.9801,7,08/28/2022
08/28/2022,New Haven,864835,229774,4599429,2907,787,12235,1019,12136,0.084,249127,4133729,99,103,47,6,37,13,110,-7,43,0.4175,91,9,08/28/2022
08/28/2022,New London,268554,65776,1380021,699,300,3140,356,3090,0.1152,71495,1254129,50,26,11,4,10,1,28,-2,14,0.5385,111.7094,11,08/28/2022
08/28/2022,not_available,,2791,102244,1,7,166,15,165,0.0909,2831,90831,1,,,,,,,,,,,,08/28/2022
08/28/2022,Tolland,149788,24887,517440,291,97,1507,118,1497,0.0788,26039,472628,10,1,1,0,0,0,0,1,0,0,64.7582,13,08/28/2022
08/28/2022,Windham,116419,28905,464992,314,76,885,93,873,0.1065,32776,422969,12,6,4,0,2,0,3,3,2,0.3333,65.2814,15,08/28/2022
08/29/2022,Fairfield,957418,238688,4218041,2782,616,7506,719,7415,0.097,260816,3691342,91,69,27,3,25,14,85,-16,28,0.4058,64.3397,1,08/29/2022
08/29/2022,Hartford,899499,210835,4092709,3236,732,8714,873,8600,0.1015,230592,3634987,114,103,47,6,35,15,108,-5,41,0.3981,81.3786,3,08/29/2022
08/29/2022,Litchfield,185186,37084,748227,474,96,1391,111,1372,0.0809,38408,665347,19,3,1,0,2,0,8,-5,2,0.6667,51.8398,5,08/29/2022
08/29/2022,Middlesex,164245,34624,947051,493,150,1509,160,1483,0.1079,37905,881089,26,14,8,0,1,5,11,3,1,0.0714,91.327,7,08/29/2022
08/29/2022,New Haven,864835,229809,4600142,2907,699,11559,918,11474,0.08,249180,4134438,85,102,50,5,36,11,110,-8,41,0.402,80.8247,9,08/29/2022
08/29/2022,New London,268554,65776,1380164,699,266,2941,313,2901,0.1079,71505,1254274,40,24,11,4,8,1,27,-3,12,0.5,99.049,11,08/29/2022
08/29/2022,not_available,,2798,102257,1,9,136,13,135,0.0963,2833,90826,1,,,,,,,,,,,,08/29/2022
08/29/2022,Tolland,149788,24891,517544,291,96,1482,116,1473,0.0788,26041,472729,9,1,1,0,0,0,0,1,0,0,64.0906,13,08/29/2022
08/29/2022,Windham,116419,28915,465156,314,69,868,85,857,0.0992,32786,423132,11,10,5,0,5,0,4,6,5,0.5,59.2687,15,08/29/2022
08/30/2022,Fairfield,957418,238936,4220933,2790,695,8164,810,8056,0.1005,261092,3694193,108,83,33,5,30,15,76,7,35,0.4217,72.5911,1,08/30/2022
08/30/2022,Hartford,899499,211085,4094960,3252,782,9030,933,8900,0.1048,230883,3637171,130,101,45,4,34,18,114,-13,38,0.3762,86.9373,3,08/30/2022
08/30/2022,Litchfield,185186,37112,748535,476,95,1351,103,1336,0.0771,38439,665654,15,2,1,0,1,0,9,-7,1,0.5,51.2998,5,08/30/2022
08/30/2022,Middlesex,164245,34651,947475,494,133,1456,138,1433,0.0963,37932,881504,23,17,8,0,2,7,9,8,2,0.1176,80.9766,7,08/30/2022
08/30/2022,New Haven,864835,230096,4604446,2927,807,12800,1042,12709,0.082,249556,4138705,91,86,42,4,32,8,108,-22,36,0.4186,93.3126,9,08/30/2022
08/30/2022,New London,268554,65887,1381262,708,306,2692,363,2648,0.1371,71635,1255359,44,23,11,3,7,2,30,-7,10,0.4348,113.9436,11,08/30/2022
08/30/2022,not_available,,2797,102342,3,12,184,15,183,0.082,2835,90928,1,,,,,,,,,,,,08/30/2022
08/30/2022,Tolland,149788,24919,517805,293,92,1508,109,1498,0.0728,26071,472988,10,1,1,0,0,0,0,1,0,0,61.4201,13,08/30/2022
08/30/2022,Windham,116419,28932,464742,316,69,841,91,834,0.1091,32819,422716,7,8,5,0,3,0,7,1,3,0.375,59.2687,15,08/30/2022
08/31/2022,New London,268554,65931,1381731,709,271,2708,338,2669,0.1266,71691,1255825,39,28,12,2,12,2,31,-3,14,0.5,100.9108,11,08/31/2022
08/31/2022,not_available,,2802,102377,2,11,235,16,235,0.0681,2842,90969,0,,,,,,,,,,,,08/31/2022
08/31/2022,Tolland,149788,24941,517920,293,79,883,95,875,0.1086,26101,473100,8,3,3,0,0,0,0,3,0,0,52.7412,13,08/31/2022
08/31/2022,Windham,116419,28957,465577,316,78,871,103,861,0.1196,32853,423541,10,8,3,0,3,2,8,0,3,0.375,66.9994,15,08/31/2022
08/31/2022,Fairfield,957418,239074,4222431,2790,707,8403,826,8293,0.0996,261258,3695670,110,87,32,8,29,18,73,14,37,0.4253,73.8444,1,08/31/2022
08/31/2022,Hartford,899499,211265,4096762,3258,793,9501,941,9389,0.1002,231090,3638899,112,113,48,4,42,19,127,-14,46,0.4071,88.1602,3,08/31/2022
08/31/2022,Litchfield,185186,37134,748713,476,101,1335,110,1319,0.0834,38469,665827,16,3,2,0,1,0,8,-5,1,0.3333,54.5398,5,08/31/2022
08/31/2022,Middlesex,164245,34681,947761,494,121,1459,137,1444,0.0949,37967,881810,15,16,8,0,2,6,8,8,2,0.125,73.6704,7,08/31/2022
08/31/2022,New Haven,864835,230291,4608091,2931,854,13946,1109,13852,0.0801,249819,4142331,94,95,41,8,38,8,103,-8,46,0.4842,98.7472,9,08/31/2022
09/01/2022,Fairfield,957418,239190,4224274,2790,655,8118,762,8020,0.095,261415,3697495,98,98,39,5,32,22,79,19,37,0.3776,68.4132,1,09/01/2022
09/01/2022,Hartford,899499,211369,4098405,3258,702,8753,830,8645,0.096,231215,3640534,108,109,47,2,43,17,122,-13,45,0.4128,78.0434,3,09/01/2022
09/01/2022,Litchfield,185186,37157,748980,476,94,1291,105,1275,0.0824,38492,666090,16,8,2,0,3,3,6,2,3,0.375,50.7598,5,09/01/2022
09/01/2022,Middlesex,164245,34704,948118,494,116,1398,128,1384,0.0925,37991,882171,14,12,5,2,2,3,8,4,4,0.3333,70.6262,7,09/01/2022
09/01/2022,New Haven,864835,230457,4611737,2931,836,14875,1128,14795,0.0762,250062,4145961,80,80,31,6,34,9,106,-26,40,0.5,96.6658,9,09/01/2022
09/01/2022,New London,268554,65972,1382266,709,259,2638,315,2606,0.1209,71742,1256357,32,30,12,3,13,2,25,5,16,0.5333,96.4424,11,09/01/2022
09/01/2022,not_available,,2803,102475,2,10,243,15,243,0.0617,2847,91051,0,,,,,,,,,,,,09/01/2022
09/01/2022,Tolland,149788,24952,518183,293,75,817,91,810,0.1123,26115,473361,7,2,2,0,0,0,0,2,0,0,50.0708,13,09/01/2022
09/01/2022,Windham,116419,28970,465099,316,81,1022,105,1013,0.1037,32868,423065,9,14,3,0,4,7,6,8,4,0.2857,69.5763,15,09/01/2022
09/02/2022,Fairfield,957418,239545,4225966,2790,683,8151,799,8041,0.0994,261613,3698863,110,90,36,6,31,17,85,5,37,0.4111,71.3377,1,09/02/2022
09/02/2022,Hartford,899499,211760,4100814,3258,800,8542,948,8423,0.1125,231476,3642671,119,109,43,4,40,22,125,-16,44,0.4037,88.9384,3,09/02/2022
09/02/2022,Litchfield,185186,37207,749304,476,103,1211,123,1198,0.1027,38526,666376,13,6,1,0,3,2,8,-2,3,0.5,55.6198,5,09/02/2022
09/02/2022,Middlesex,164245,34735,948311,494,122,1515,137,1502,0.0912,38030,882354,13,11,3,0,3,5,7,4,3,0.2727,74.2793,7,09/02/2022
09/02/2022,New Haven,864835,230815,4615304,2931,924,15986,1213,15883,0.0764,250343,4149288,103,85,36,4,34,11,108,-23,38,0.4471,106.8412,9,09/02/2022
09/02/2022,New London,268554,66103,1383003,709,268,2914,322,2875,0.112,71809,1256975,39,37,15,3,16,3,24,13,19,0.5135,99.7937,11,09/02/2022
09/02/2022,not_available,,2808,102427,2,14,222,19,221,0.086,2850,90995,1,,,,,,,,,,,,09/02/2022
09/02/2022,Tolland,149788,24976,518282,293,80,797,99,786,0.126,26145,473444,11,2,2,0,0,0,0,2,0,0,53.4088,13,09/02/2022
09/02/2022,Windham,116419,29007,466477,316,94,1111,125,1102,0.1134,32913,424435,9,9,2,0,2,5,6,3,2,0.2222,80.7428,15,09/02/2022
09/03/2022,Fairfield,957418,239663,4227472,2790,714,8340,825,8235,0.1002,261758,3700353,105,85,34,4,29,18,81,4,33,0.3882,74.5756,1,09/03/2022
09/03/2022,Hartford,899499,211893,4102857,3258,789,9293,946,9181,0.103,231657,3644680,112,116,52,6,35,23,118,-2,41,0.3534,87.7155,3,09/03/2022
09/03/2022,Litchfield,185186,37224,749590,476,104,1305,120,1287,0.0932,38542,666650,18,8,2,0,2,4,5,3,2,0.25,56.1598,5,09/03/2022
09/03/2022,Middlesex,164245,34769,948721,494,145,1612,164,1594,0.1029,38072,882752,18,7,2,0,2,3,13,-6,2,0.2857,88.2827,7,09/03/2022
09/03/2022,New Haven,864835,231008,4618635,2931,985,16435,1282,16328,0.0785,250571,4152602,107,80,33,5,29,13,102,-22,34,0.425,113.8946,9,09/03/2022
09/03/2022,New London,268554,66149,1383829,709,277,3311,332,3271,0.1015,71864,1257792,40,36,17,5,12,2,24,12,17,0.4722,103.145,11,09/03/2022
09/03/2022,not_available,,2818,102464,2,18,266,22,265,0.083,2860,91056,1,,,,,,,,,,,,09/03/2022
09/03/2022,Tolland,149788,24991,518477,293,77,824,95,811,0.1171,26157,473637,13,2,2,0,0,0,1,1,0,0,51.406,13,09/03/2022
09/03/2022,Windham,116419,29021,466413,316,95,1141,124,1130,0.1097,32929,424368,11,13,3,0,3,7,6,7,3,0.2308,81.6018,15,09/03/2022
09/04/2022,Fairfield,957418,239719,4228321,2790,687,8391,821,8303,0.0989,261837,3701200,88,84,34,4,31,15,67,17,35,0.4167,71.7555,1,09/04/2022
09/04/2022,Hartford,899499,211945,4103790,3258,737,9264,894,9171,0.0975,231722,3645606,93,112,52,6,29,25,101,11,35,0.3125,81.9345,3,09/04/2022
09/04/2022,Litchfield,185186,37233,749776,476,103,1320,122,1304,0.0936,38554,666838,16,9,4,0,1,4,4,5,1,0.1111,55.6198,5,09/04/2022
09/04/2022,Middlesex,164245,34784,948913,494,145,1624,169,1605,0.1053,38088,882944,19,6,2,0,1,3,14,-8,1,0.1667,88.2827,7,09/04/2022
09/04/2022,New Haven,864835,231100,4620597,2931,974,17220,1273,17121,0.0744,250712,4154554,99,82,33,6,30,13,103,-21,36,0.439,112.6226,9,09/04/2022
09/04/2022,New London,268554,66195,1384211,709,299,3439,358,3403,0.1052,71923,1258175,36,36,16,5,13,2,26,10,18,0.5,111.337,11,09/04/2022
09/04/2022,not_available,,2820,102501,2,17,288,21,287,0.0732,2857,91097,1,,,,,,,,,,,,09/04/2022
09/04/2022,Tolland,149788,24997,518620,293,76,838,93,826,0.1126,26166,473779,12,2,2,0,0,0,1,1,0,0,50.7384,13,09/04/2022
09/04/2022,Windham,116419,29030,466558,316,99,1140,127,1129,0.1125,32951,424515,11,8,1,0,2,5,6,2,2,0.25,85.0377,15,09/04/2022
09/05/2022,Fairfield,957418,239783,4229195,2790,672,8484,819,8410,0.0974,261929,3702071,74,88,37,4,32,15,69,19,36,0.4091,70.1888,1,09/05/2022
09/05/2022,Hartford,899499,211985,4104301,3258,700,9054,854,8971,0.0952,231783,3646152,83,110,53,5,23,29,103,7,28,0.2545,77.8211,3,09/05/2022
09/05/2022,Litchfield,185186,37243,749898,476,98,1315,115,1297,0.0887,38565,666960,18,11,5,0,1,5,3,8,1,0.0909,52.9198,5,09/05/2022
09/05/2022,Middlesex,164245,34799,949080,494,141,1657,171,1642,0.1041,38109,883115,15,7,3,0,0,4,14,-7,0,0,85.8474,7,09/05/2022
