report_date,county,county_population,cumulative_cases,cumulative_tests_reportable,cumulative_deaths,cases_7days,tests_reportable_7days,positive_naat_7days,tests_naat_7days,naat_positivity_7days,cumulative_positive_naat,cumulative_tests_naat,positive_ag_7days,census_today,fullyvax_today,partialvax_today,nonvax_today,adddose_today,census_7days_ago,census_change,census_not_fully_vax,census_pct_not_fully_vax,case_rate_weekly,fips,data_updated
06/16/2022,Fairfield,957418,224528,4072206,2745,913,11795,993,11682,0.085,243897,3547345,113,64,24,2,27,11,74,-10,29,0.4531,95.3606,1,06/16/2022
06/16/2022,Hartford,899499,198162,3960442,3185,784,9312,736,9023,0.0816,217064,3507298,289,102,54,2,28,18,103,-1,30,0.2941,87.1596,3,06/16/2022
06/16/2022,Litchfield,185186,35092,725576,466,131,1595,127,1554,0.0817,36318,644461,41,7,4,0,1,2,5,2,1,0.1429,70.7397,5,06/16/2022
06/16/2022,Middlesex,164245,32402,922939,486,162,1942,190,1915,0.0992,35411,857418,27,4,3,0,0,1,5,-1,0,0,98.6331,7,06/16/2022
06/16/2022,New Haven,864835,214945,4420001,2866,873,13259,962,13114,0.0734,231055,3956558,145,74,43,5,19,7,77,-3,24,0.3243,100.9441,9,06/16/2022
06/16/2022,New London,268554,61238,1332443,676,277,3817,296,3755,0.0788,66564,1207437,62,20,8,4,5,3,16,4,9,0.45,103.145,11,06/16/2022
06/16/2022,not_available,,2594,100725,2,14,163,14,162,0.0864,2624,89324,1,,,,,,,,,,,,06/16/2022
06/16/2022,Tolland,149788,23337,500207,280,96,1199,94,1177,0.0799,24400,455755,22,2,2,0,0,0,1,1,0,0,64.0906,13,06/16/2022
06/16/2022,Windham,116419,27728,450098,309,79,1074,82,1048,0.0782,31423,408441,26,0,0,0,0,0,1,-1,0,,67.8583,15,06/16/2022
06/17/2022,Fairfield,957418,224780,4075590,2745,1012,12581,1095,12451,0.0879,244183,3550698,130,53,16,3,22,12,66,-13,25,0.4717,105.701,1,06/17/2022
06/17/2022,Hartford,899499,198378,3962547,3185,848,8990,740,8613,0.0859,217235,3509232,377,93,50,2,26,15,96,-3,28,0.3011,94.2747,3,06/17/2022
06/17/2022,Litchfield,185186,35123,727262,466,133,1428,118,1377,0.0857,36344,644848,51,7,5,0,1,1,6,1,1,0.1429,71.8197,5,06/17/2022
06/17/2022,Middlesex,164245,32432,923436,486,164,1968,188,1940,0.0969,35444,857910,28,4,3,0,0,1,6,-2,0,0,99.8508,7,06/17/2022
06/17/2022,New Haven,864835,215128,4423297,2866,938,14415,1036,14265,0.0726,231254,3959775,150,80,45,5,23,7,66,14,28,0.35,108.46,9,06/17/2022
06/17/2022,New London,268554,61312,1333199,676,300,4053,316,3977,0.0795,66631,1208161,76,20,9,1,6,4,17,3,7,0.35,111.7094,11,06/17/2022
06/17/2022,not_available,,2598,100801,2,16,182,15,180,0.0833,2629,89391,2,,,,,,,,,,,,06/17/2022
06/17/2022,Tolland,149788,23372,501057,280,114,1726,109,1698,0.0642,24432,456595,28,1,1,0,0,0,2,-1,0,0,76.1076,13,06/17/2022
06/17/2022,Windham,116419,27747,449908,309,72,1150,81,1133,0.0715,31443,408250,17,3,0,0,2,1,0,3,2,0.6667,61.8456,15,06/17/2022
06/18/2022,Fairfield,957418,224924,4078168,2745,966,13086,1071,12979,0.0825,244359,3553270,107,55,19,2,24,10,59,-4,26,0.4727,100.8964,1,06/18/2022
06/18/2022,Hartford,899499,198510,3964832,3185,806,9391,710,9022,0.0787,217368,3511434,369,92,45,3,28,16,103,-11,31,0.337,89.6054,3,06/18/2022
06/18/2022,Litchfield,185186,35150,727457,466,130,1400,114,1352,0.0843,36370,645038,48,6,5,0,1,0,8,-2,1,0.1667,70.1997,5,06/18/2022
06/18/2022,Middlesex,164245,32457,923724,486,147,1872,169,1848,0.0915,35476,858193,24,5,4,0,0,1,5,0,0,0,89.5004,7,06/18/2022
06/18/2022,New Haven,864835,215253,4425671,2866,895,14084,1004,13950,0.072,231416,3962137,134,82,48,4,21,9,72,10,25,0.3049,103.4879,9,06/18/2022
06/18/2022,New London,268554,61347,1333771,676,294,3948,301,3879,0.0776,66670,1208732,69,23,12,1,7,3,19,4,8,0.3478,109.4752,11,06/18/2022
06/18/2022,not_available,,2599,100866,2,19,185,16,181,0.0884,2626,89474,4,,,,,,,,,,,,06/18/2022
06/18/2022,Tolland,149788,23388,501144,280,114,1679,105,1650,0.0636,24447,456678,29,0,0,0,0,0,0,0,0,,76.1076,13,06/18/2022
06/18/2022,Windham,116419,27751,450440,309,64,1146,71,1132,0.0627,31452,408782,14,4,0,0,3,1,1,3,3,0.75,54.9738,15,06/18/2022
06/19/2022,Fairfield,957418,225028,4079539,2745,952,13039,1055,12944,0.0815,244477,3554640,95,48,16,0,25,7,67,-19,25,0.5208,99.4341,1,06/19/2022
06/19/2022,Hartford,899499,198627,3967071,3185,807,10559,746,10233,0.0729,217517,3513689,326,89,42,2,29,16,94,-5,31,0.3483,89.7166,3,06/19/2022
06/19/2022,Litchfield,185186,35156,727595,466,124,1436,114,1394,0.0818,36380,645178,42,9,4,0,1,4,9,0,1,0.1111,66.9597,5,06/19/2022
06/19/2022,Middlesex,164245,32474,924008,486,141,1910,161,1888,0.0853,35490,858475,22,9,5,0,2,2,8,1,2,0.2222,85.8474,7,06/19/2022
06/19/2022,New Haven,864835,215367,4427318,2866,900,14224,1023,14110,0.0725,231550,3963777,114,86,50,4,22,10,75,11,26,0.3023,104.0661,9,06/19/2022
06/19/2022,New London,268554,61390,1334330,676,286,4050,301,3989,0.0755,66719,1209287,61,20,12,1,4,3,18,2,5,0.25,106.4963,11,06/19/2022
06/19/2022,not_available,,2603,100865,2,19,191,17,187,0.0909,2634,89464,4,,,,,,,,,,,,06/19/2022
06/19/2022,Tolland,149788,23406,501337,280,121,1740,116,1715,0.0676,24466,456867,25,0,0,0,0,0,1,-1,0,,80.7808,13,06/19/2022
06/19/2022,Windham,116419,27765,450615,309,71,1209,83,1197,0.0693,31478,408958,12,3,0,0,3,0,2,1,3,1,60.9866,15,06/19/2022
06/20/2022,Fairfield,957418,225161,4081098,2745,965,13380,1071,13274,0.0807,244628,3556178,106,46,18,0,23,5,63,-17,23,0.5,100.7919,1,06/20/2022
06/20/2022,Hartford,899499,198729,3968318,3185,799,10922,766,10624,0.0721,217636,3514893,298,84,40,3,28,13,100,-16,31,0.369,88.8272,3,06/20/2022
06/20/2022,Litchfield,185186,35181,728017,466,127,1660,119,1623,0.0733,36407,645595,37,10,4,0,1,5,7,3,1,0.1,68.5797,5,06/20/2022
06/20/2022,Middlesex,164245,32492,924374,486,139,2061,152,2034,0.0747,35508,858830,27,10,5,0,3,2,6,4,3,0.3,84.6297,7,06/20/2022
06/20/2022,New Haven,864835,215521,4428993,2866,946,14600,1072,14485,0.074,231725,3965431,115,76,43,4,17,12,75,1,21,0.2763,109.385,9,06/20/2022
06/20/2022,New London,268554,61438,1334907,676,301,4277,320,4213,0.076,66771,1209851,64,17,13,0,4,0,17,0,4,0.2353,112.0817,11,06/20/2022
06/20/2022,not_available,,2607,100871,2,23,193,21,189,0.1111,2638,89489,4,,,,,,,,,,,,06/20/2022
06/20/2022,Tolland,149788,23417,501476,280,119,1777,114,1751,0.0651,24477,457008,26,1,1,0,0,0,1,0,0,0,79.4456,13,06/20/2022
06/20/2022,Windham,116419,27773,450694,309,67,1235,81,1225,0.0661,31491,409036,10,2,0,0,2,0,2,0,2,1,57.5507,15,06/20/2022
06/21/2022,Fairfield,957418,225314,4082853,2747,897,11725,1005,11627,0.0864,244805,3557914,98,57,29,0,22,6,64,-7,22,0.386,93.6895,1,06/21/2022
06/21/2022,Hartford,899499,198893,3969745,3187,785,10092,701,9741,0.072,217744,3516220,351,82,40,2,27,13,102,-20,29,0.3537,87.2708,3,06/21/2022
06/21/2022,Litchfield,185186,35205,728251,468,113,1522,102,1484,0.0687,36419,645812,38,10,4,0,2,4,8,2,2,0.2,61.0197,5,06/21/2022
06/21/2022,Middlesex,164245,32521,924635,488,130,1835,137,1810,0.0757,35533,859081,25,11,5,0,4,2,6,5,4,0.3636,79.1501,7,06/21/2022
06/21/2022,New Haven,864835,215666,4430990,2870,912,13504,1020,13374,0.0763,231865,3967387,130,78,50,4,19,5,80,-2,23,0.2949,105.4536,9,06/21/2022
06/21/2022,New London,268554,61467,1335346,679,238,3282,243,3220,0.0755,66800,1210283,62,19,12,1,4,2,18,1,5,0.2632,88.6228,11,06/21/2022
06/21/2022,not_available,,2617,100921,2,24,177,20,171,0.117,2646,89518,6,,,,,,,,,,,,06/21/2022
06/21/2022,Tolland,149788,23434,501631,281,99,1665,96,1643,0.0584,24493,457152,22,1,1,0,0,0,2,-1,0,0,66.0934,13,06/21/2022
06/21/2022,Windham,116419,27781,450612,310,56,1052,72,1045,0.0689,31498,408950,7,1,0,0,1,0,2,-1,1,1,48.1021,15,06/21/2022
06/22/2022,Fairfield,957418,225548,4085345,2747,932,11714,1037,11602,0.0894,245056,3560362,112,43,18,0,17,8,61,-18,17,0.3953,97.3452,1,06/22/2022
06/22/2022,Hartford,899499,199068,3971376,3187,801,10034,704,9684,0.0727,217889,3517781,350,81,36,2,34,9,105,-24,36,0.4444,89.0496,3,06/22/2022
06/22/2022,Litchfield,185186,35226,728455,468,118,1543,114,1505,0.0757,36443,646012,38,9,3,0,2,4,8,1,2,0.2222,63.7197,5,06/22/2022
06/22/2022,Middlesex,164245,32540,925023,488,121,1854,126,1832,0.0688,35558,859463,22,8,4,0,2,2,7,1,2,0.25,73.6704,7,06/22/2022
06/22/2022,New Haven,864835,215859,4433541,2871,932,12957,1047,12825,0.0816,232088,3969907,132,74,41,5,18,10,72,2,23,0.3108,107.7662,9,06/22/2022
06/22/2022,New London,268554,61526,1335992,679,242,3230,254,3174,0.08,66865,1210918,56,17,12,0,3,2,16,1,3,0.1765,90.1122,11,06/22/2022
06/22/2022,not_available,,2614,100855,2,30,158,24,150,0.16,2640,89445,8,,,,,,,,,,,,06/22/2022
06/22/2022,Tolland,149788,23452,501825,281,88,1052,85,1030,0.0825,24509,457344,22,0,0,0,0,0,2,-2,0,,58.7497,13,06/22/2022
06/22/2022,Windham,116419,27792,451037,310,51,981,59,973,0.0606,31509,409370,8,1,0,0,1,0,1,0,1,1,43.8073,15,06/22/2022
06/23/2022,Fairfield,957418,225730,4087595,2747,902,11367,1023,11265,0.0908,245274,3562593,102,41,13,1,20,7,64,-23,21,0.5122,94.2117,1,06/23/2022
06/23/2022,Hartford,899499,199250,3973584,3188,800,9555,716,9220,0.0777,218053,3519901,335,82,39,2,32,9,102,-20,34,0.4146,88.9384,3,06/23/2022
06/23/2022,Litchfield,185186,35248,728904,468,113,1520,103,1480,0.0696,36467,646451,40,8,3,0,2,3,7,1,2,0.25,61.0197,5,06/23/2022
06/23/2022,Middlesex,164245,32566,925387,488,128,1928,128,1901,0.0673,35588,859819,27,7,3,0,2,2,4,3,2,0.2857,77.9324,7,06/23/2022
06/23/2022,New Haven,864835,216035,4435962,2871,905,12900,1012,12763,0.0793,232281,3972294,137,74,42,5,18,9,74,0,23,0.3108,104.6442,9,06/23/2022
06/23/2022,New London,268554,61575,1336537,679,245,3196,262,3148,0.0832,66919,1211453,48,19,13,2,4,0,20,-1,6,0.3158,91.2293,11,06/23/2022
06/23/2022,not_available,,2618,100909,2,28,158,24,151,0.1589,2646,89512,7,,,,,,,,,,,,06/23/2022
06/23/2022,Tolland,149788,23467,502033,281,86,1004,78,980,0.0796,24521,457543,24,0,0,0,0,0,2,-2,0,,57.4145,13,06/23/2022
06/23/2022,Windham,116419,27806,451342,310,57,954,65,943,0.0689,31528,409674,11,2,0,0,1,1,0,2,1,0.5,48.9611,15,06/23/2022
06/24/2022,Fairfield,957418,225955,4090192,2747,996,11735,1098,11615,0.0945,245526,3565168,120,43,17,2,17,7,53,-10,19,0.4419,104.0298,1,06/24/2022
06/24/2022,Hartford,899499,199444,3975845,3188,848,9417,762,9077,0.0839,218251,3522102,340,89,46,2,29,12,93,-4,31,0.3483,94.2747,3,06/24/2022
06/24/2022,Litchfield,185186,35277,729199,468,119,1521,110,1477,0.0745,36490,646735,44,8,2,0,2,4,7,1,2,0.25,64.2597,5,06/24/2022
06/24/2022,Middlesex,164245,32609,925815,488,153,1993,157,1965,0.0799,35640,860256,28,8,3,0,2,3,4,4,2,0.25,93.1535,7,06/24/2022
06/24/2022,New Haven,864835,216210,4439239,2871,952,13627,1056,13479,0.0783,232468,3975537,148,66,37,7,13,9,80,-14,20,0.303,110.0788,9,06/24/2022
06/24/2022,New London,268554,61648,1337222,679,272,3260,288,3199,0.09,66998,1212115,61,13,10,0,3,0,20,-7,3,0.2308,101.2832,11,06/24/2022
06/24/2022,not_available,,2616,100879,2,19,155,17,148,0.1149,2641,89453,7,,,,,,,,,,,,06/24/2022
06/24/2022,Tolland,149788,23494,502415,281,92,1095,79,1068,0.074,24540,457915,27,0,0,0,0,0,1,-1,0,,61.4201,13,06/24/2022
06/24/2022,Windham,116419,27822,451389,310,60,1170,67,1158,0.0579,31542,409715,12,2,1,0,1,0,3,-1,1,0.5,51.538,15,06/24/2022
06/25/2022,Fairfield,957418,226117,4093026,2747,990,12539,1099,12435,0.0884,245715,3567992,104,52,20,1,21,10,55,-3,22,0.4231,103.4031,1,06/25/2022
06/25/2022,Hartford,899499,199603,3978568,3188,865,10411,777,10079,0.0771,218410,3524760,332,85,43,2,28,12,92,-7,30,0.3529,96.1646,3,06/25/2022
06/25/2022,Litchfield,185186,35305,729690,468,131,1715,125,1671,0.0748,36519,647227,44,6,3,0,1,2,6,0,1,0.1667,70.7397,5,06/25/2022
06/25/2022,Middlesex,164245,32642,926114,488,160,1882,170,1858,0.0915,35678,860540,24,7,5,0,1,1,5,2,1,0.1429,97.4154,7,06/25/2022
06/25/2022,New Haven,864835,216391,4442142,2871,978,14302,1072,14155,0.0757,232672,3978425,147,80,47,6,14,13,82,-2,20,0.25,113.0852,9,06/25/2022
06/25/2022,New London,268554,61707,1338336,679,300,3865,316,3804,0.0831,67054,1213225,61,15,9,1,5,0,23,-8,6,0.4,111.7094,11,06/25/2022
06/25/2022,not_available,,2618,100906,2,16,161,11,153,0.0719,2643,89491,8,,,,,,,,,,,,06/25/2022
06/25/2022,Tolland,149788,23514,502579,281,98,1167,93,1141,0.0815,24570,458082,26,0,0,0,0,0,0,0,0,,65.4258,13,06/25/2022
06/25/2022,Windham,116419,27835,452119,310,61,1251,65,1238,0.0525,31554,410441,13,2,1,0,1,0,4,-2,1,0.5,52.3969,15,06/25/2022
06/26/2022,Fairfield,957418,226244,4094577,2747,987,12663,1102,12569,0.0877,245854,3569538,94,50,16,1,24,9,48,2,25,0.5,103.0898,1,06/26/2022
06/26/2022,Hartford,899499,199718,3979850,3188,874,10690,827,10407,0.0795,218554,3526028,283,83,39,2,31,11,89,-6,33,0.3976,97.1652,3,06/26/2022
06/26/2022,Litchfield,185186,35320,729954,468,135,1769,139,1733,0.0802,36543,647492,36,7,3,0,2,2,9,-2,2,0.2857,72.8997,5,06/26/2022
06/26/2022,Middlesex,164245,32656,926446,488,163,1879,178,1860,0.0957,35695,860885,19,12,6,0,0,6,9,3,0,0,99.242,7,06/26/2022
06/26/2022,New Haven,864835,216502,4444137,2871,975,14527,1099,14398,0.0763,232830,3980415,129,73,41,5,14,13,86,-13,19,0.2603,112.7383,9,06/26/2022
06/26/2022,New London,268554,61744,1338965,679,301,4002,326,3948,0.0826,67104,1213850,54,18,9,3,6,0,20,-2,9,0.5,112.0817,11,06/26/2022
06/26/2022,not_available,,2622,100901,2,17,160,14,153,0.0915,2647,89500,7,,,,,,,,,,,,06/26/2022
06/26/2022,Tolland,149788,23520,502821,281,92,1168,88,1146,0.0768,24576,458322,22,0,0,0,0,0,0,0,0,,61.4201,13,06/26/2022
06/26/2022,Windham,116419,27848,451476,310,69,1274,74,1262,0.0586,31573,409799,12,2,1,0,1,0,3,-1,1,0.5,59.2687,15,06/26/2022
06/27/2022,Fairfield,957418,226419,4096382,2747,1060,13414,1170,13295,0.088,246047,3571311,119,51,20,1,21,9,46,5,22,0.4314,110.7144,1,06/27/2022
06/27/2022,Hartford,899499,199828,3981067,3188,888,11146,861,10878,0.0792,218661,3527205,268,86,39,2,30,15,84,2,32,0.3721,98.7216,3,06/27/2022
06/27/2022,Litchfield,185186,35366,730171,468,161,1897,156,1852,0.0842,36575,647692,45,8,3,0,3,2,10,-2,3,0.375,86.9396,5,06/27/2022
06/27/2022,Middlesex,164245,32687,926745,488,167,2007,183,1985,0.0922,35725,861172,22,7,6,0,0,1,10,-3,0,0,101.6774,7,06/27/2022
06/27/2022,New Haven,864835,216664,4445633,2871,1022,15063,1146,14911,0.0769,232996,3981862,152,82,46,6,13,17,76,6,19,0.2317,118.1728,9,06/27/2022
06/27/2022,New London,268554,61790,1339496,679,319,4231,345,4172,0.0827,67153,1214372,59,20,10,2,8,0,17,3,10,0.5,118.7843,11,06/27/2022
06/27/2022,not_available,,2627,100919,2,19,179,13,169,0.0769,2648,89518,10,,,,,,,,,,,,06/27/2022
06/27/2022,Tolland,149788,23538,502906,281,96,1198,90,1176,0.0765,24590,458401,22,0,0,0,0,0,1,-1,0,,64.0906,13,06/27/2022
06/27/2022,Windham,116419,27860,452037,310,79,1364,85,1350,0.063,31589,410358,14,2,1,0,1,0,2,0,1,0.5,67.8583,15,06/27/2022
06/28/2022,Fairfield,957418,226621,4098217,2748,1050,12386,1185,12282,0.0965,246290,3573126,104,54,22,1,21,10,57,-3,22,0.4074,109.67,1,06/28/2022
06/28/2022,Hartford,899499,200067,3982649,3191,927,10160,828,9805,0.0844,218813,3528629,355,85,40,3,27,15,82,3,30,0.3529,103.0574,3,06/28/2022
06/28/2022,Litchfield,185186,35394,730348,469,162,1779,154,1729,0.0891,36599,647856,50,9,3,0,3,3,10,-1,3,0.3333,87.4796,5,06/28/2022
06/28/2022,Middlesex,164245,32724,927072,488,180,1910,188,1883,0.0998,35758,861493,27,9,7,0,0,2,11,-2,0,0,109.5924,7,06/28/2022
06/28/2022,New Haven,864835,216882,4447771,2874,1055,14626,1168,14458,0.0808,233232,3983960,168,71,40,3,15,13,78,-7,18,0.2535,121.9886,9,06/28/2022
06/28/2022,New London,268554,61856,1339876,680,328,4000,324,3916,0.0827,67201,1214719,84,15,9,2,4,0,19,-4,6,0.4,122.1356,11,06/28/2022
06/28/2022,not_available,,2637,100959,2,15,165,10,154,0.0649,2657,89542,11,,,,,,,,,,,,06/28/2022
06/28/2022,Tolland,149788,23559,503073,283,106,1132,103,1106,0.0931,24614,458557,26,0,0,0,0,0,1,-1,0,,70.7667,13,06/28/2022
06/28/2022,Windham,116419,27875,452631,310,74,1270,78,1256,0.0621,31600,410946,14,2,1,0,1,0,1,1,1,0.5,63.5635,15,06/28/2022
06/29/2022,Fairfield,957418,226798,4100434,2748,1012,11887,1152,11777,0.0978,246493,3575315,110,58,22,1,24,11,43,15,25,0.431,105.701,1,06/29/2022
06/29/2022,Hartford,899499,200244,3984117,3191,891,9673,774,9312,0.0831,218964,3529994,361,82,37,4,26,15,81,1,30,0.3659,99.0551,3,06/29/2022
06/29/2022,Litchfield,185186,35408,730647,469,150,1720,139,1671,0.0832,36618,648165,49,9,3,0,3,3,9,0,3,0.3333,80.9996,5,06/29/2022
06/29/2022,Middlesex,164245,32757,927410,488,177,1854,181,1828,0.099,35794,861835,26,12,8,1,2,1,8,4,3,0.25,107.7658,7,06/29/2022
06/29/2022,New Haven,864835,217026,4450113,2874,1007,13189,1109,13031,0.0851,233389,3986269,158,67,36,3,18,10,74,-7,21,0.3134,116.4384,9,06/29/2022
06/29/2022,New London,268554,61914,1340986,680,318,4372,311,4280,0.0727,67251,1215807,92,22,11,2,8,1,17,5,10,0.4545,118.4119,11,06/29/2022
06/29/2022,not_available,,2638,100976,2,14,161,8,150,0.0533,2659,89548,11,,,,,,,,,,,,06/29/2022
06/29/2022,Tolland,149788,23592,503247,283,95,1057,92,1031,0.0892,24638,458719,26,0,0,0,0,0,0,0,0,,63.423,13,06/29/2022
06/29/2022,Windham,116419,27886,452928,310,73,1161,79,1146,0.0689,31613,411238,15,4,2,0,1,1,1,3,1,0.25,62.7045,15,06/29/2022
06/30/2022,Fairfield,957418,226979,4101949,2748,989,10764,1119,10650,0.1051,246689,3576802,114,57,19,0,26,12,41,16,26,0.4561,103.2987,1,06/30/2022
06/30/2022,Hartford,899499,200407,3986052,3191,838,8747,741,8418,0.088,219145,3531885,329,73,35,3,24,11,82,-9,27,0.3699,93.163,3,06/30/2022
06/30/2022,Litchfield,185186,35432,730936,469,146,1682,143,1636,0.0874,36647,648450,46,10,6,0,2,2,8,2,2,0.2,78.8397,5,06/30/2022
06/30/2022,Middlesex,164245,32799,927801,488,180,1858,182,1824,0.0998,35836,862217,34,11,6,1,2,2,7,4,3,0.2727,109.5924,7,06/30/2022
06/30/2022,New Haven,864835,217231,4452323,2874,1011,12649,1121,12496,0.0897,233636,3988459,153,57,26,3,18,10,74,-17,21,0.3684,116.9009,9,06/30/2022
06/30/2022,New London,268554,61961,1341600,680,314,3796,322,3719,0.0866,67314,1216412,77,24,10,3,9,2,19,5,12,0.5,116.9225,11,06/30/2022
06/30/2022,not_available,,2639,100965,2,15,149,9,140,0.0643,2659,89560,9,,,,,,,,,,,,06/30/2022
06/30/2022,Tolland,149788,23619,503720,283,83,1223,86,1201,0.0716,24666,459184,22,0,0,0,0,0,0,0,0,,55.4116,13,06/30/2022
06/30/2022,Windham,116419,27901,452994,310,77,1120,89,1107,0.0804,31635,411307,13,3,2,0,1,0,2,1,1,0.3333,66.1404,15,06/30/2022
07/01/2022,Fairfield,957418,227921,4111441,2748,1119,11122,1259,10993,0.1145,247873,3586272,129,58,20,2,26,10,43,15,28,0.4828,116.8769,1,07/01/2022
07/01/2022,Hartford,899499,200686,3988523,3191,930,8697,796,8317,0.0957,219384,3534251,380,74,38,3,22,11,89,-15,25,0.3378,103.3909,3,07/01/2022
07/01/2022,Litchfield,185186,35474,731395,469,147,1551,138,1501,0.0919,36686,648895,50,12,7,0,3,2,8,4,3,0.25,79.3797,5,07/01/2022
07/01/2022,Middlesex,164245,32907,928863,488,196,1931,197,1886,0.1045,35960,863263,45,4,2,0,2,0,8,-4,2,0.5,119.3339,7,07/01/2022
07/01/2022,New Haven,864835,218397,4467174,2874,1059,12644,1189,12489,0.0952,235103,4003266,155,69,30,5,23,11,66,3,28,0.4058,122.4511,9,07/01/2022
07/01/2022,New London,268554,62253,1344419,680,314,3828,323,3745,0.0862,67680,1219216,83,21,9,2,8,2,13,8,10,0.4762,116.9225,11,07/01/2022
07/01/2022,not_available,,2653,101065,2,14,147,11,141,0.078,2674,89641,6,,,,,,,,,,,,07/01/2022
07/01/2022,Tolland,149788,23665,504498,283,116,1722,122,1691,0.0721,24716,459952,31,0,0,0,0,0,0,0,0,,77.4428,13,07/01/2022
07/01/2022,Windham,116419,27924,453065,310,79,1129,89,1113,0.08,31655,411368,16,4,2,1,1,0,2,2,2,0.5,67.8583,15,07/01/2022
07/02/2022,Fairfield,957418,228126,4113416,2748,1122,10832,1276,10703,0.1192,248125,3588225,129,61,21,3,24,13,52,9,27,0.4426,117.1902,1,07/02/2022
07/02/2022,Hartford,899499,200845,3990569,3191,942,9163,828,8802,0.0941,219541,3536239,361,68,34,3,20,11,85,-17,23,0.3382,104.725,3,07/02/2022
07/02/2022,Litchfield,185186,35507,731828,469,157,1721,150,1668,0.0899,36720,649322,53,10,8,0,1,1,6,4,1,0.1,84.7796,5,07/02/2022
07/02/2022,Middlesex,164245,32956,929230,488,207,1959,208,1911,0.1088,36009,863624,48,4,3,0,1,0,7,-3,1,0.25,126.0312,7,07/02/2022
07/02/2022,New Haven,864835,218575,4468997,2874,1067,12272,1197,12113,0.0988,235301,4005057,159,76,35,2,24,15,80,-4,26,0.3421,123.3761,9,07/02/2022
07/02/2022,New London,268554,62276,1344867,680,310,3705,314,3615,0.0869,67692,1219644,90,19,10,2,6,1,15,4,8,0.4211,115.433,11,07/02/2022
07/02/2022,not_available,,2657,101146,2,15,150,13,144,0.0903,2679,89718,6,,,,,,,,,,,,07/02/2022
07/02/2022,Tolland,149788,23693,504588,283,124,1736,131,1703,0.0769,24750,460039,33,0,0,0,0,0,0,0,0,,82.7837,13,07/02/2022
07/02/2022,Windham,116419,27937,453516,310,79,1105,86,1088,0.079,31666,411816,17,3,1,2,0,0,2,1,2,0.6667,67.8583,15,07/02/2022
07/03/2022,Fairfield,957418,228230,4114651,2748,1100,10772,1267,10661,0.1188,248261,3589459,111,65,23,4,28,10,50,15,32,0.4923,114.8923,1,07/03/2022
07/03/2022,Hartford,899499,200921,3992383,3191,908,10104,832,9777,0.0851,219648,3538028,327,75,35,2,23,15,83,-8,25,0.3333,100.9451,3,07/03/2022
07/03/2022,Litchfield,185186,35517,732003,469,143,1687,149,1647,0.0905,36731,649494,40,11,8,0,2,1,7,4,2,0.1818,77.2197,5,07/03/2022
07/03/2022,Middlesex,164245,32973,929454,488,202,1944,201,1896,0.106,36025,863846,48,2,1,0,0,1,12,-10,0,0,122.987,7,07/03/2022
07/03/2022,New Haven,864835,218673,4470205,2874,1026,12064,1174,11930,0.0984,235442,4006263,134,77,42,2,19,14,73,4,21,0.2727,118.6353,9,07/03/2022
07/03/2022,New London,268554,62294,1345208,680,284,3704,292,3630,0.0804,67714,1219984,74,19,11,2,3,3,18,1,5,0.2632,105.7515,11,07/03/2022
07/03/2022,not_available,,2654,101116,2,13,139,11,134,0.0821,2676,89714,5,,,,,,,,,,,,07/03/2022
07/03/2022,Tolland,149788,23707,504732,283,119,1714,129,1685,0.0766,24766,460185,29,0,0,0,0,0,0,0,0,,79.4456,13,07/03/2022
07/03/2022,Windham,116419,27944,453678,310,78,1151,86,1135,0.0758,31677,411978,16,5,2,2,0,1,2,3,2,0.4,66.9994,15,07/03/2022
07/04/2022,Fairfield,957418,228349,4115711,2748,1083,10784,1256,10687,0.1175,248403,3590519,97,67,23,5,29,10,51,16,34,0.5075,113.1167,1,07/04/2022
07/04/2022,Hartford,899499,200997,3993347,3191,869,10118,851,9857,0.0863,219747,3538995,261,77,34,2,27,14,86,-9,29,0.3766,96.6093,3,07/04/2022
07/04/2022,Litchfield,185186,35529,732128,469,138,1702,149,1668,0.0893,36753,649618,34,11,8,0,2,1,8,3,2,0.1818,74.5197,5,07/04/2022
07/04/2022,Middlesex,164245,32980,929703,488,194,1947,201,1908,0.1053,36038,864089,39,6,2,0,1,3,7,-1,1,0.1667,118.1162,7,07/04/2022
07/04/2022,New Haven,864835,218761,4471385,2874,1006,12065,1165,11946,0.0975,235557,4007444,119,86,41,3,27,15,82,4,30,0.3488,116.3228,9,07/04/2022
07/04/2022,New London,268554,62322,1345530,680,276,3730,293,3665,0.0799,67748,1220308,65,17,9,1,4,3,20,-3,5,0.2941,102.7726,11,07/04/2022
07/04/2022,not_available,,2660,101131,2,12,135,12,133,0.0902,2679,89723,2,,,,,,,,,,,,07/04/2022
07/04/2022,Tolland,149788,23711,504805,283,112,1683,126,1660,0.0759,24777,460259,23,0,0,0,0,0,0,0,0,,74.7723,13,07/04/2022
07/04/2022,Windham,116419,27951,453742,310,71,1022,79,1010,0.0782,31683,412043,12,6,2,2,0,2,2,4,2,0.3333,60.9866,15,07/04/2022
07/05/2022,Windham,116419,27957,453747,310,56,809,61,801,0.0762,31688,412045,8,6,4,1,0,1,2,4,1,0.1667,48.1021,15,07/05/2022
07/05/2022,Fairfield,957418,228435,4116545,2748,930,8917,1089,8848,0.1231,248515,3591351,69,61,20,3,28,10,54,7,31,0.5082,97.1363,1,07/05/2022
